brand,model,weight_g
Samsung,Array M390,117
Samsung,Galaxy S Lightray 4G R940,142
Samsung,Galaxy S Duos S7562,120
Samsung,Manhattan E3300,75.4
Samsung,E2262,91.5
Samsung,E1260B,83
Samsung,E1200 Pusha,65.1
Samsung,E2252,79
Samsung,Galaxy Chat B5330,112
Samsung,U485 Intensity III,115
Samsung,Galaxy I8250,125
Samsung,Galaxy Ace Advance S6800,122
Samsung,Galaxy Ace Duos S6802,122
Samsung,Galaxy Appeal I827,114.2
Samsung,Galaxy Tab 8.9 4G P7320T,458
Samsung,C3780,82
Samsung,C3782 Evan,82
Samsung,Galaxy Proclaim S720C,114.9
Samsung,Omnia M S7530,119
Samsung,I9500 Fraser,
Samsung,Focus 2 I667,122
Samsung,Galaxy S III T999,133
Samsung,Galaxy S III I747,134
Samsung,Galaxy S III CDMA,133.2
Samsung,I9300 Galaxy S III,133
Samsung,E2350B,84.6
Samsung,U380 Brightside,122
Samsung,Galaxy Player 70 Plus,186
Samsung,Galaxy Pocket plus S5301,97.2
Samsung,Galaxy Pocket S5300,97
Samsung,I8530 Galaxy Beam,145.3
Samsung,Galaxy Tab 2 10.1 P5110,581
Samsung,Galaxy Tab 2 10.1 CDMA,581.2
Samsung,Galaxy Tab 2 10.1 P5100,588
Samsung,Rugby Smart I847,119
Samsung,W999,206
Samsung,Galaxy Ace II X S7560M,122
Samsung,Galaxy Ace 2 I8160,122
Samsung,Galaxy mini 2 S6500,105.3
Samsung,Galaxy Ace Duos I589,125
Samsung,Galaxy Pop Plus S5570i,106.6
Samsung,Galaxy Tab 2 7.0 P3110,344
Samsung,Galaxy Tab 2 7.0 P3100,345
Samsung,I9070 Galaxy S Advance,120
Samsung,C3312 Duos,100
Samsung,Star 3 s5220,95
Samsung,Star 3 Duos S5222,95.5
Samsung,Galaxy Nexus I9250M,135
Samsung,Galaxy Attain 4G,119.1
Samsung,Galaxy S Blaze 4G T769,127.6
Samsung,Galaxy Tab 7.7 LTE I815,340.2
Samsung,Galaxy Nexus LTE L700,144.5
Samsung,Exhilarate i577,130
Samsung,Galaxy S II Skyrocket HD I757,
Samsung,Galaxy Note T879,180
Samsung,Galaxy Note I717,178
Samsung,Galaxy M Style M340S,123.5
Samsung,Galaxy Ace Plus S7500,115
Samsung,I929 Galaxy S II Duos,138
Samsung,Galaxy Y Duos S6102,109
Samsung,Galaxy Y Pro Duos B5512,112.3
Samsung,E2600,88.7
Samsung,M370,104.9
Samsung,R680 Repp,105
Samsung,I110 Illusion,120
Samsung,E1050,67.3
Samsung,E1232B,75
Samsung,E1230,73
Samsung,Focus S I937,110.6
Samsung,Focus Flash I677,116.2
Samsung,Galaxy S II Skyrocket i727,130.5
Samsung,C3330 Champ 2,79.1
Samsung,Exhibit II 4G T679,116
Samsung,C3350,110
Samsung,C3520,97.3
Samsung,Galaxy Nexus i515,150
Samsung,Galaxy Nexus I9250,135
Samsung,I9100G Galaxy S II,116
Samsung,I405 Stratosphere,164
Samsung,R730 Transfix,126
Samsung,i927 Captivate Glide,147
Samsung,DoubleTime I857,148
Samsung,M930 Transform Ultra,139
Samsung,P6210 Galaxy Tab 7.0 Plus,345
Samsung,P6200 Galaxy Tab 7.0 Plus,345
Samsung,Omnia W I8350,115.3
Samsung,Galaxy S II HD LTE,130.5
Samsung,Ch@t 527,96
Samsung,P6810 Galaxy Tab 7.7,340
Samsung,P6800 Galaxy Tab 7.7,340
Samsung,Galaxy Note N7000,178
Samsung,Galaxy S II I777,121.9
Samsung,Galaxy S II X T989D,109
Samsung,Galaxy S II T989,135
Samsung,Galaxy S II Epic 4G Touch,130
Samsung,S8600 Wave 3,122
Samsung,Wave M S7250,121
Samsung,Wave Y S5380,102.4
Samsung,Galaxy S II LTE i727R,132
Samsung,Galaxy S II LTE I9210,132
Samsung,Galaxy Tab 8.9 LTE I957,455
Samsung,Galaxy W I8150,114.7
Samsung,Galaxy M Pro B7800,108.4
Samsung,Galaxy Y Pro B5510,108.6
Samsung,Galaxy Y TV S5367,98
Samsung,Galaxy Y S5360,97.5
Samsung,Gravity TXT T379,112
Samsung,Galaxy Q T589R,135
Samsung,S5610,91
Samsung,S3770,80
Samsung,S5690 Galaxy Xcover,100
Samsung,Galaxy S II 4G I9100M,116
Samsung,I9103 Galaxy R,135
Samsung,R720 Admire,117
Samsung,Convoy 2,111
Samsung,Conquer 4G,116
Samsung,R640 Character,120
Samsung,R380 Freeform III,92
Samsung,Trender,113
Samsung,Gravity SMART,130
Samsung,Exhibit 4G,125
Samsung,C414,89.4
Samsung,E1195,71
Samsung,E1190,71
Samsung,C3560,84
Samsung,Dart T499,108
Samsung,C3322,89
Samsung,R260 Chrono,89
Samsung,E2232,79
Samsung,E1182,68
Samsung,I9001 Galaxy S Plus,119
Samsung,DuosTV I6712,102
Samsung,C6712 Star II DUOS,100
Samsung,Ch@t 222,90
Samsung,Ch@t 220,92
Samsung,M580 Replenish,116
Samsung,Galaxy Prevail,108
Samsung,M220L Galaxy Neo,121.8
Samsung,Google Nexus S I9020A,129
Samsung,Google Nexus S I9023,129
Samsung,E2230,79
Samsung,P1010 Galaxy Tab Wi-Fi,380
Samsung,P7500 Galaxy Tab 10.1 3G,565
Samsung,Galaxy Tab 10.1 LTE I905,565
Samsung,Galaxy Tab 10.1 P7510,560
Samsung,Galaxy Tab 8.9 P7300,453
Samsung,Galaxy Tab 8.9 P7310,447.9
Samsung,Google Nexus S 4G,131
Samsung,M260 Factor,91
Samsung,S3850 Corby II,102
Samsung,Galaxy Pro B7510,103.4
Samsung,I9100 Galaxy S II,116
Samsung,E2652W Champ Duos,88
Samsung,E2652 Champ Duos,88
Samsung,S5780 Wave 578,99.8
Samsung,P7100 Galaxy Tab 10.1v,589
Samsung,Galaxy S WiFi 5.0,182
Samsung,Ch@t 350,99.8
Samsung,E3213 Hero,80.6
Samsung,E3210,79.3
Samsung,E2330,87.5
Samsung,I9003 Galaxy SL,131
Samsung,Galaxy Ace S5830I,113
Samsung,Galaxy Ace S5830,113
Samsung,Galaxy Fit S5670,108
Samsung,Galaxy Gio S5660,102
Samsung,Galaxy Mini S5570,105
Samsung,Galaxy Pop i559,
Samsung,Galaxy S 4G T959,118
Samsung,S5260 Star II,94
Samsung,I997 Infuse 4G,139
