,brand,model,weight_g
5215,Panasonic,VS6,101
5216,Panasonic,VS3,102
5217,Panasonic,VS2,98
5218,Panasonic,MX7,144
5219,Panasonic,MX6,130
5220,Panasonic,SA7,140
5221,Panasonic,SA6,127
5222,Panasonic,SC3,76
5223,Panasonic,A210,71
5224,Panasonic,X800,99
5225,Panasonic,Z800,115
5226,Panasonic,X700,107
5227,Panasonic,X500,96
5228,Panasonic,X400,84
5229,Panasonic,X300,87
5230,Panasonic,X200,79
5231,Panasonic,X100,79
5232,Panasonic,A500,89
5233,Panasonic,A200,77
5234,Panasonic,A100 Series,66
5235,Panasonic,P341i,92
5236,Panasonic,X68/X77,86
5237,Panasonic,X11,95
5238,Panasonic,G70,88
5239,Panasonic,G51,74
5240,Panasonic,X88,92
5241,Panasonic,X66,82
5242,Panasonic,X70,95
5243,Panasonic,G60,87
5244,Panasonic,G50,74
5245,Panasonic,GD55,65
5246,Panasonic,GD87,103
5247,Panasonic,GD67,81
5248,Panasonic,GD95,85
5249,Panasonic,GD75,82
5250,Panasonic,GD35,109
5251,Panasonic,GD93,80
5252,Panasonic,GD92,77
5253,Panasonic,GD90,88
5254,Panasonic,GD70,135
5255,Panasonic,GD30,135
5256,Panasonic,G600,128
5257,Pantech,Breeze IV,102
5258,Pantech,Vega No 6,210.5
5259,Pantech,Discover,135
5260,Pantech,Vega R3 IM-A850L,168.5
5261,Pantech,Flex  P8010,132
5262,Pantech,Renue,128
5263,Pantech,Marauder,173
5264,Pantech,Vega Racer 2 IM-A830L,134.1
5265,Pantech,Vega LTE EX IM-A820L,136.2
5266,Pantech,Burst,122.5
5267,Pantech,Element,469.8
5268,Pantech,Hotshot,91
5269,Pantech,Link II,94
5270,Pantech,Pocket P9060,132.1
5271,Pantech,Jest II,116
5272,Pantech,Pursuit II,127
5273,Pantech,Breakout,138
5274,Pantech,Breeze III,102
5275,Pantech,Vega Xpress IM-A720L,119.8
5276,Pantech,S902,104.4
5277,Pantech,Crux,122
5278,Pantech,Laser P9050,115
5279,Pantech,P4000,99
5280,Pantech,P1000,75
5281,Pantech,SKY Izar IM-A630K,106.2
5282,Pantech,Jest,116
5283,Pantech,Link,91
5284,Pantech,Ease,99.2
5285,Pantech,Pursuit,129.8
5286,Pantech,Impact,125
5287,Pantech,C790 Reveal,112
5288,Pantech,Matrix Pro,122
5289,Pantech,Slate,91
5290,Pantech,Matrix,132
5291,Pantech,Duo,110
5292,Pantech,U-4000,92
5293,Pantech,PG-3300,80
5294,Pantech,PU-5000,92
5295,Pantech,PG-1600,83.4
5296,Pantech,PG-1800,88
5297,Pantech,PG-1300,75.2
5298,Pantech,PG-3900,92
5299,Pantech,PG-1900,80
5300,Pantech,PG-2800,80
5301,Pantech,PG-3600V,94.2
5302,Pantech,PG-3600,75
5303,Pantech,PG-3500,75
5304,Pantech,PG-1500,75
5305,Pantech,PG-8000,106
5306,Pantech,PG-6200,92
5307,Pantech,PG-6100,115
5308,Pantech,PG-1400,75
5309,Pantech,PG-1200,91.5
5310,Pantech,PG-3200,70
5311,Pantech,PG-1000s,80
5312,Pantech,GF500,83
5313,Pantech,PG3000,99
5314,Pantech,GF100,85
5315,Pantech,G670,85
5316,Pantech,GI100,82
5317,Pantech,GF200,85
5318,Pantech,GB300,72
5319,Pantech,GB200,80
5320,Pantech,GB100,80
5321,Pantech,G900,80
5322,Pantech,G600,87
5323,Pantech,G800,85
5324,Pantech,G700,79
5325,Pantech,G500,90
5326,Pantech,G300,75
5327,Pantech,G200,80
5328,Pantech,Q80,80
5329,Parla,Minu P124,83
5330,Parla,Sonic 3.5S,98
5331,Parla,Minu P123,73
5332,Parla,Sonic 3.5,105
5333,Parla,Zum Bianco,90
5334,Parla,Minu,70
5335,Parla,Gala,90
5336,Parla,Spriz,90
5337,Parla,Mist,90
5338,Parla,Zum,90
5339,Philips,S337,152
5340,Philips,S309,127
5341,Philips,V377,190
5342,Philips,V787,164
5343,Philips,S616,164
5344,Philips,I928,168
5345,Philips,V526,189
5346,Philips,I908,156
5347,Philips,S396,151
5348,Philips,S388,136.5
5349,Philips,S308,125
5350,Philips,W6610,200
5351,Philips,W8578,217
5352,Philips,W3500,170
5353,Philips,W8555,200
5354,Philips,W7555,154
5355,Philips,W9588,246.8
5356,Philips,W8568,214
5357,Philips,W8500,172
5358,Philips,W6500,150.8
5359,Philips,W3568,137
5360,Philips,T3566,137
5361,Philips,W7376,172
5362,Philips,X1560,122
5363,Philips,X2560,108.8
5364,Philips,X2301,104
5365,Philips,X2300,110
5366,Philips,X1510,78
5367,Philips,E1500,70
5368,Philips,D833,163
5369,Philips,W8560,158
5370,Philips,W8510,173
5371,Philips,T939,239.5
5372,Philips,W6360,
5373,Philips,W5510,138.8
5374,Philips,W8355,224.5
5375,Philips,W832,170.5
5376,Philips,W737,172
5377,Philips,W736,167.5
5378,Philips,W6350,154
5379,Philips,W536,141
5380,Philips,W337,108.3
5381,Philips,T539,
5382,Philips,E133,
5383,Philips,W732,168.9
5384,Philips,X333,118.5
5385,Philips,W930,250
5386,Philips,X130,102.5
5387,Philips,X332,88.7
5388,Philips,X331,107.7
5389,Philips,D633,154
5390,Philips,W632,164.5
5391,Philips,W635,157
5392,Philips,X528,180
5393,Philips,T129,94
5394,Philips,W820,143
5395,Philips,D822,165
5396,Philips,W727,189
5397,Philips,X125,68
5398,Philips,W626,102
5399,Philips,X623,132.8
5400,Philips,W920,
5401,Philips,V726,
5402,Philips,X622,158.8
5403,Philips,W625,
5404,Philips,X223,108
5405,Philips,X525,108
5406,Philips,D813,121
5407,Philips,W725,
5408,Philips,W715,
5409,Philips,X526,126
5410,Philips,D613,105
5411,Philips,Xenium X519,102.3
5412,Philips,F322,105
5413,Philips,X128,76
5414,Philips,D612,105
5415,Philips,Xenium X523,116.8
5416,Philips,X516,103
5417,Philips,F515,102.3
5418,Philips,X815,139
5419,Philips,X518,108
5420,Philips,D812,125
5421,Philips,X216,
5422,Philips,Xenium X713,126.5
5423,Philips,V816,141
5424,Philips,T910,141
5425,Philips,X116,79.5
5426,Philips,F718,138
5427,Philips,Xenium X513,131.2
5428,Philips,Xenium F511,97.7
5429,Philips,D900,147.8
5430,Philips,F610,105
5431,Philips,X712,138
5432,Philips,X703,93.5
5433,Philips,X809,128
5434,Philips,Xenium X503,92.8
5435,Philips,Xenium K600,119
5436,Philips,X606,120
5437,Philips,X510,103
5438,Philips,X605,120
5439,Philips,V900,153.5
5440,Philips,X100,52.7
5441,Philips,C702,118
5442,Philips,X603,140
5443,Philips,D908,129
5444,Philips,Xenium X806,136.5
5445,Philips,X312,101
5446,Philips,X320,
5447,Philips,X650,
5448,Philips,Xenium X501,129
5449,Philips,Xenium K700,97
5450,Philips,V808,120
5451,Philips,X550,90
5452,Philips,E102,68.8
5453,Philips,Xenium X830,120
5454,Philips,C700,118
5455,Philips,TM700,111.9
5456,Philips,X630,118.3
5457,Philips,C600,118
5458,Philips,W186,108.5
5459,Philips,X810,136
5460,Philips,Xenium X520,
5461,Philips,Xenium X600,110
5462,Philips,E210,71
5463,Philips,Xenium X700,
5464,Philips,Xenium X530,95
5465,Philips,X710,114
5466,Philips,X620,120
5467,Philips,193,53
5468,Philips,E100,75
5469,Philips,X500,110
5470,Philips,M200,70
5471,Philips,Xenium X300,77.5
5472,Philips,Xenium 9@9q,86
5473,Philips,298,82
5474,Philips,X800,99
5475,Philips,M600,
5476,Philips,Xenium 9@9v,75
5477,Philips,192,59.7
5478,Philips,191,59.7
5479,Philips,Xenium 9@9j,91
5480,Philips,392,83
5481,Philips,Xenium 9@9u,91
5482,Philips,692,102
5483,Philips,699 Dual SIM,98
5484,Philips,892,101
5485,Philips,399,80
5486,Philips,390,98
5487,Philips,Xenium 9@9k,108
5488,Philips,Xenium 9@9z,74.5
5489,Philips,Xenium 9@9w,90
5490,Philips,Xenium 9@9m,109
5491,Philips,Xenium 9@9r,82
5492,Philips,Xenium 9@9h,78
5493,Philips,292,80
5494,Philips,290,82
5495,Philips,Xenium 9@9g,86
5496,Philips,Xenium 9@9f,77
5497,Philips,580,96
5498,Philips,S890,93
5499,Philips,S660,83
5500,Philips,180,76
5501,Philips,Xenium 9@9s,102.5
5502,Philips,680,94
5503,Philips,S900,94
5504,Philips,S880,80
5505,Philips,598,82
5506,Philips,588,78
5507,Philips,Xenium 9@9t,85
5508,Philips,Xenium 9@9d,96
5509,Philips,Xenium 9@9a,86
5510,Philips,S800,80
5511,Philips,S220,80
5512,Philips,S200,85
5513,Philips,768,85
5514,Philips,960,95
5515,Philips,Xenium 9@9e,105
5516,Philips,160,84
5517,Philips,968,128
5518,Philips,362,83
5519,Philips,868,110
5520,Philips,766,102
5521,Philips,760,104
5522,Philips,568,87
5523,Philips,655,85
5524,Philips,Xenium 9@9i,104
5525,Philips,Xenium 9@98,94
5526,Philips,162,82
5527,Philips,650,93
5528,Philips,859,94
5529,Philips,855,91
5530,Philips,759,89
5531,Philips,755,89
5532,Philips,550,89
5533,Philips,659,82
5534,Philips,639,82
5535,Philips,636,82
5536,Philips,535,92
5537,Philips,355,82
5538,Philips,350,75
5539,Philips,530,85
5540,Philips,Xenium 9@9 ++,93
5541,Philips,630,78
5542,Philips,330,79
5543,Philips,Fisio 825,85
5544,Philips,Fisio 625,85
5545,Philips,Fisio 820,85
5546,Philips,Fisio 620,85
5547,Philips,Fisio 121,95
5548,Philips,Fisio 120,95
5549,Philips,Fisio 610,90
5550,Philips,Xenium 9@9,95
5551,Philips,Xenium,95
5552,Philips,Azalis 268,99
5553,Philips,Azalis 238,125
5554,Philips,Ozeo 8@8,128
5555,Philips,Ozeo,128
5556,Philips,Savvy DB,140
5557,Philips,Savvy Vogue,140
5558,Philips,Genie 2000,99
5559,Philips,Genie db,95
5560,Philips,Genie Sport,99
5561,Philips,Genie,99
5562,Philips,Savvy,135
5563,Philips,Diga,179
5564,Philips,Spark,129
5565,Philips,Fizz,169
5566,Plum,Play,60
5567,Plum,Ram 6,107.3
5568,Plum,Compass,168.7
5569,Plum,Hero,46.5
5570,Plum,Gator 3,146.7
5571,Plum,Axe Plus 2,108.5
5572,Plum,Optimax 10,509
5573,Plum,Optimax 8.0,305
5574,Plum,Optimax 7.0,276
5575,Plum,Ram 4,107.3
5576,Plum,Star,46.5
5577,Plum,Might Plus II,116.2
5578,Plum,Axe LTE,124
5579,Plum,Check LTE,138
5580,Plum,Boot 2,82
5581,Plum,Ram 3G,174
5582,Plum,Sync 4.0b,84.8
5583,Plum,Gator Plus II,171.5
5584,Plum,Ram Plus,188
5585,Plum,Coach Pro,156
5586,Plum,Trigger Plus III,97.5
5587,Plum,Might LTE,138
5588,Plum,Sync 5.0,109
5589,Plum,Sync 4.0,97
5590,Plum,Sync 3.5,93
5591,Plum,Might Pro,164
5592,Plum,Coach Plus II,156
5593,Plum,Link Plus,246
5594,Plum,Trigger Plus,120
5595,Plum,Trigger Pro,107
5596,Plum,Gator,207
5597,Plum,Z708,
5598,Plum,Coach Plus,250
5599,Plum,Pilot Plus,143
5600,Plum,Might Plus,175
5601,Plum,Check Plus,142
5602,Plum,Axe Plus,112
5603,Plum,Boot,82
5604,Plum,Slick,46
5605,Plum,Trigger Z104,92
5606,Plum,Bar 3G,79
5607,Plum,Velocity II,190
5608,Plum,Sync,110
5609,Plum,Axe II,110
5610,Plum,Ten 3G,550
5611,Plum,Link II,310
5612,Plum,Volt 3G,150
5613,Plum,Mouse,65
5614,Plum,Dazzle,118
5615,Plum,Ram,140
5616,Plum,Z710,
5617,Plum,Trigger,103
5618,Plum,Glow,105
5619,Plum,Panther,47
5620,Plum,Caliber II,125
5621,Plum,Signal,89
5622,Plum,Hammer,93
5623,Plum,Flipper,82
5624,Plum,Debut,388
5625,Plum,Link,260
5626,Plum,Might,180
5627,Plum,Axe,98
5628,Plum,Capacity,98
5629,Plum,Wicked,92
5630,Plum,Flix,90
5631,Plum,Orbit,92
5632,Plum,Velocity,135
5633,Plum,Caliber,90
5634,Plum,Switch,106
5635,Plum,Galactic,93.4
5636,Plum,Tracer II,93.4
5637,Plum,Geo,90
5638,Plum,Tingle,126
5639,Plum,Genius,91
5640,Plum,Blast,91
5641,Plum,Whiz,63.8
5642,Plum,Stubby,83
5643,Plum,Stubby II,85
5644,Plum,Strike,90
5645,Plum,Profile,65.7
5646,Plum,Inspire,75
5647,Plum,Spare,65
5648,Plum,Boom,85
5649,Plum,Snap,95
5650,Plum,Buzz,50.5
5651,Plum,Tweek,50.5
5652,Plum,Kazzom,69
5653,Plum,Trip,50.5
5654,Plum,Trion,66
5655,Plum,Bubby,50.5
5656,Posh,Memo Pro LTE L600,187.6
5657,Posh,Equal Plus X700,275
5658,Posh,Ultra Max LTE L550,177
5659,Posh,Kick Pro LTE L520,130
5660,Posh,Optima LTE L530,133
5661,Posh,Icon HD X551,115
5662,Posh,Volt LTE L540,167.5
5663,Posh,Volt Max LTE L640,230
5664,Posh,Equal Pro LTE L700,248
5665,Posh,Primo Plus C353,96.1
5666,Posh,Kick X511,160
5667,Posh,Kick Lite S410,119
5668,Posh,Icon S510,115.2
5669,Posh,Titan Max HD E550,140
5670,Posh,Ultra 5.0 LTE L500,129
5671,Posh,Micro X S240,52.7
5672,Posh,Titan Max HD E600,172
5673,Posh,Titan HD E500,125
5674,Posh,Equal S700,244
5675,Posh,Equal Lite W700,231
5676,Posh,Memo S580,175
5677,Posh,Orion Max X550,194
5678,Posh,Orion Pro X500,168
5679,Posh,Revel Pro X510,155
5680,Posh,Revel S500,160
5681,Posh,Orion S450,150
5682,Posh,Pegasus 4G S400,119
5683,Posh,Orion Mini S350,107
5684,Posh,Pegasus Plus C351,100
5685,Posh,Lynx A100,75
5686,Prestigio,MultiPhone 5508 Duo,129
5687,Prestigio,MultiPhone 5504 Duo,160
5688,Prestigio,MultiPhone 5503 Duo,170
5689,Prestigio,MultiPhone 8500 Duo,
5690,Prestigio,MultiPhone 8400 Duo,
5691,Prestigio,MultiPad 4 Quantum 10.1 3G,612
5692,Prestigio,MultiPad 4 Quantum 9.7 Colombia,621
5693,Prestigio,MultiPad 4 Ultra Quad 8.0 3G,450
5694,Prestigio,MultiPhone 7600 Duo,191
5695,Prestigio,MultiPhone 7500,146
5696,Prestigio,MultiPhone 5501 Duo,135
5697,Prestigio,MultiPhone 5500 Duo,183
5698,Prestigio,MultiPhone 5451 Duo,145
5699,Prestigio,MultiPhone 5450 Duo,145
5700,Prestigio,MultiPhone 3400 Duo,120
5701,Prestigio,MultiPhone 5430 Duo,140
5702,Prestigio,MultiPhone 5400 Duo,132
5703,Prestigio,MultiPhone 5300 Duo,140
5704,Prestigio,MultiPhone 5044 Duo,130
5705,Prestigio,MultiPhone 5000 Duo,199
5706,Prestigio,MultiPhone 4505 Duo,134
5707,Prestigio,MultiPhone 4500 Duo,158
5708,Prestigio,MultiPhone 4322 Duo,133
5709,Prestigio,MultiPhone 4300 Duo,190
5710,Prestigio,MultiPhone 4055 Duo,134
5711,Prestigio,MultiPhone 4044 Duo,124
5712,Prestigio,MultiPhone 4040 Duo,180
5713,Prestigio,MultiPhone 3540 Duo,130
5714,Prestigio,MultiPad 4 Ultimate 8.0 3G,
5715,Prestigio,MultiPad 7.0 Prime Duo 3G,355
5716,Prestigio,Multipad 4 Quantum 10.1,612
5717,Prestigio,Multipad 4 Quantum 9.7,621
5718,Prestigio,Multipad 4 Quantum 7.85,406
5719,Prestigio,MultiPad Note 8.0 3G,450
5720,Prestigio,MultiPad 2 Pro Duo 8.0 3G,450
5721,Prestigio,MultiPad 2 Ultra Duo 8.0 3G,453
5722,Prestigio,MultiPad 2 Ultra Duo 8.0,453
5723,Prestigio,MultiPad 10.1 Ultimate 3G,680
5724,Prestigio,MultiPad 10.1 Ultimate,660
5725,Prestigio,MultiPad 7.0 Prime 3G,355
5726,Prestigio,MultiPad 2 Prime Duo 8.0,360
5727,Prestigio,MultiPad 7.0 Ultra Duo,305
5728,Prestigio,MultiPad 8.0 Ultra Duo,450
5729,Prestigio,MultiPad 9.7 Ultra Duo,580
5730,Prestigio,MultiPad 7.0 Prime Duo,305
5731,Prestigio,MultiPad 8.0 Pro Duo,490
5732,Prestigio,MultiPad 7.0 Pro Duo,356
5733,Prestigio,MultiPad 8.0 HD,460
5734,Prestigio,MultiPad 7.0 Ultra + New,305
5735,Prestigio,MultiPad 7.0 HD +,360
5736,Prestigio,MultiPad 7.0 HD,360
5737,Prestigio,MultiPad 7.0 Ultra +,305
5738,Prestigio,MultiPad 7.0 Ultra,326
5739,Prestigio,MultiPad 7.0 Prime +,257
5740,Prestigio,MultiPad 7.0 Prime,290
5741,Prestigio,MultiPad 7.0 Pro,290
5742,QMobile,Noir Z12 Pro,166
5743,QMobile,Noir Z14,170
5744,QMobile,Noir LT680,157.8
5745,QMobile,Noir LT700 Pro,
5746,QMobile,Noir S4,150
5747,QMobile,Noir LT750,
5748,QMobile,Noir i6 Metal HD,
5749,QMobile,Noir A6,
5750,QMobile,Noir S9,133
5751,QMobile,Noir Z9 Plus,158
5752,QMobile,Noir Z12,147
5753,QMobile,Noir Z10,141
5754,QMobile,Noir S2,
5755,QMobile,Noir E8,210
5756,QMobile,Noir S5,
5757,QMobile,Linq L15,
5758,QMobile,Noir Z9,97
5759,QMobile,A1,138
5760,QMobile,Noir S1,152
5761,QMobile,Power3,
5762,QMobile,T50 Bolt,
5763,QMobile,T200 Bolt,
5764,QMobile,Noir X950,
5765,QMobile,QTab V10,
5766,QMobile,Explorer 3G,
5767,QMobile,Noir i8,151
5768,QMobile,Noir X450,150
5769,QMobile,Noir Z8 Plus,
5770,QMobile,Noir X350,
5771,QMobile,Noir LT600,
5772,QMobile,Noir M300,180
5773,QMobile,W1,
5774,QMobile,Noir Z8,120
5775,QMobile,Noir A750,158
5776,QMobile,Linq X70,
5777,QMobile,Noir Z7,97.7
5778,QMobile,Linq L10,
5779,QMobile,Noir LT250,119
5780,QMobile,Noir LT150,
5781,QMobile,Noir X600,
5782,QMobile,Noir X700,
5783,QMobile,Noir X900,
5784,QMobile,Noir X60,
5785,QMobile,Noir X80,
5786,QMobile,Noir X90,
5787,QMobile,Noir X550,
5788,QMobile,Linq X300,
5789,QMobile,Linq X100,
5790,QMobile,Noir X35,
5791,QMobile,Noir X400,
5792,QMobile,Noir X500,
5793,QMobile,M800,
5794,QMobile,Noir i7,
5795,QMobile,Noir M90,
5796,QMobile,Noir X800,
5797,QMobile,B100TV,
5798,QMobile,Noir A115 ATV,
5799,QMobile,Noir i10,
5800,QMobile,B800,
5801,QMobile,Noir A8i,
5802,QMobile,Noir Z5,150
5803,QMobile,Noir i12,
5804,QMobile,Noir Z6,133
5805,QMobile,QTab X50,
5806,QMobile,Noir A120,
5807,QMobile,E990 Sirocco Edition,
5808,QMobile,Noir A110,
5809,QMobile,Noir i9,167
5810,QMobile,Noir i6,88.2
5811,QMobile,Noir A75,
5812,QMobile,Noir i5i,
5813,QMobile,Noir i5,
5814,QMobile,Noir A550,
5815,QMobile,Noir V4,220
5816,QMobile,Noir Z4,
5817,QMobile,Noir Z3,135
5818,QMobile,Noir A15 3D,
5819,QMobile,Noir A950,
5820,QMobile,Noir A500,
5821,Qtek,9600,176
5822,Qtek,8600,120
5823,Qtek,A9100,168
5824,Qtek,8500,99
5825,Qtek,S200,150
5826,Qtek,9000,285
5827,Qtek,8310,106
5828,Qtek,8300,106
5829,Qtek,9100,160
5830,Qtek,8100,106
5831,Qtek,S110,150
5832,Qtek,S100,150
5833,Qtek,9090,210
5834,Qtek,8020,102
5835,Qtek,8010,106
5836,Qtek,2020i,190
5837,Qtek,2020,190
5838,Qtek,8080,130
5839,Qtek,8060,130
5840,Qtek,1010,201
5841,Qtek,7070,120
5842,Sagem,Puma Phone,115
5843,Sagem,my421z,95
5844,Sagem,Roland Garros,81
5845,Sagem,myMobileTV 2,
5846,Sagem,my411C Oxbow,87
5847,Sagem,my855c,95
5848,Sagem,my810x,105
5849,Sagem,my750x,95
5850,Sagem,my721x,90
5851,Sagem,my721z,125
5852,Sagem,my519x,95
5853,Sagem,my521x,90
5854,Sagem,my419x,95
5855,Sagem,my421x,81
5856,Sagem,my429x,95
5857,Sagem,P9522 Porsche,115
5858,Sagem,P9521 Porsche,139
5859,Sagem,my730c,95
5860,Sagem,my411c,87
5861,Sagem,my312x,87
5862,Sagem,my234x,75
5863,Sagem,my231x,75
5864,Sagem,my230x,65
5865,Sagem,my226x,65
5866,Sagem,my220x,65
5867,Sagem,my901C,115
5868,Sagem,my900C,115
5869,Sagem,my850C,95
5870,Sagem,my800X,99
5871,Sagem,my700X,95
5872,Sagem,my600X,99
5873,Sagem,my600V,100
5874,Sagem,my511X,90
5875,Sagem,my501X,90
5876,Sagem,my501C,99
5877,Sagem,my500X,90
5878,Sagem,my411X,85
5879,Sagem,my405X,90
5880,Sagem,my401X,85
5881,Sagem,my401Z,90
5882,Sagem,my401C,82
5883,Sagem,my400V,85
5884,Sagem,my400X,85
5885,Sagem,my302X,88
5886,Sagem,my301X,88
5887,Sagem,my300X,88
5888,Sagem,my300C,79
5889,Sagem,my215x,69
5890,Sagem,my210x,69
5891,Sagem,my200x,76
5892,Sagem,my200C,85
5893,Sagem,my150X,65
5894,Sagem,my101X,76
5895,Sagem,my100X,76
5896,Sagem,VS4,90
5897,Sagem,VS3,76
5898,Sagem,VS2,125
5899,Sagem,VS1,125
5900,Sagem,MY V-85,120
5901,Sagem,MY V-76,104
5902,Sagem,MY V-56,97
5903,Sagem,myW-7,119
5904,Sagem,myMobileTV,125
5905,Sagem,MY C2-3,75
5906,Sagem,myZ-5,85
5907,Sagem,MY C5-3,85
5908,Sagem,MY C3-2,75
5909,Sagem,MY Z-55,85
5910,Sagem,MY X6-2,104
5911,Sagem,MY X2-2,88
5912,Sagem,MY C5-2,80
5913,Sagem,MY X1-2,93
5914,Sagem,MY X-8,125
5915,Sagem,MY X-4,95
5916,Sagem,MY C4-2,75
5917,Sagem,MY C-4,92
5918,Sagem,MY S-7,120
5919,Sagem,MY Z-3,105
5920,Sagem,MY C2-2,80
5921,Sagem,SG 321i,105
5922,Sagem,MY V-55,97
5923,Sagem,MY X5-2,97
5924,Sagem,MY V-75,106
5925,Sagem,MY C-3b,85
5926,Sagem,MY C-3s,90
5927,Sagem,MY X3-2,89
5928,Sagem,MY X-7,106
5929,Sagem,MY V-65,106
5930,Sagem,MY C-1,80
5931,Sagem,MY X-1w,93
5932,Sagem,MY C-2,90
5933,Sagem,MY C-6,86
5934,Sagem,MY C-5w,80
5935,Sagem,MY X-2,89
5936,Sagem,MY X-6,106
5937,Sagem,MY G5,92
5938,Sagem,MY X-3,92
5939,Sagem,MY X-5,92
5940,Sagem,MY 3078,85
5941,Sagem,MW 3026,112
5942,Sagem,MW 3052,100
5943,Sagem,MW 3042,97
5944,Sagem,MW 3040,97
5945,Sagem,MW X1,180
5946,Sagem,WA 3050,198
5947,Sagem,MW 3020,112
5948,Sagem,MC 3000,112
5949,Sagem,MC 939 WAP,117
5950,Sagem,MC 936,117
5951,Sagem,MC 950,95
5952,Sagem,MC 959,95
5953,Sagem,MC 940,117
5954,Sagem,MC 932,117
5955,Sagem,RC 922,121
5956,Sagem,MC 912,117
5957,Sagem,MC 850,137
5958,Sagem,MC 825 FM,152
5959,Sagem,MC 820,135
5960,Sagem,RC 750,158
5961,Sagem,RC 730,158
5962,Samsung,Galaxy J7 Max,179
5963,Samsung,Galaxy J7 Pro,
5964,Samsung,Galaxy J7 (2017),
5965,Samsung,Galaxy J5 (2017),
5966,Samsung,Galaxy J3 (2017),148
5967,Samsung,Z4,143
5968,Samsung,Galaxy S8,155
5969,Samsung,Galaxy S8+,173
5970,Samsung,Gear S3 classic LTE,57
5971,Samsung,Galaxy C5 Pro,145
5972,Samsung,Galaxy Xcover 4,172
5973,Samsung,Galaxy Tab S3 9.7,429
5974,Samsung,Galaxy J1 mini prime,126
5975,Samsung,Galaxy J3 Emerge,147
5976,Samsung,Galaxy C7 Pro,172
5977,Samsung,Galaxy A7 (2017),186
5978,Samsung,Galaxy A5 (2017),157
5979,Samsung,Galaxy A3 (2017),138
5980,Samsung,Galaxy Grand Prime Plus,160
5981,Samsung,Galaxy J2 Prime,160
5982,Samsung,Galaxy C9 Pro,189
5983,Samsung,Galaxy A8 (2016),182
5984,Samsung,Galaxy On8,169
5985,Samsung,Galaxy On7 (2016),167
5986,Samsung,Gear S3 classic,59
5987,Samsung,Gear S3 frontier,63
5988,Samsung,Gear S3 frontier LTE,63
5989,Samsung,Galaxy J5 Prime,143
5990,Samsung,Galaxy J7 Prime,167
5991,Samsung,Z2,127
5992,Samsung,Galaxy Note7 (USA),169
5993,Samsung,Galaxy Note7,169
5994,Samsung,Galaxy On7 Pro,172
5995,Samsung,Galaxy On5 Pro,149
5996,Samsung,Galaxy Tab J,289
5997,Samsung,Galaxy J Max,289
5998,Samsung,Galaxy J2 Pro (2016),138
5999,Samsung,Galaxy J2 (2016),138
6000,Samsung,Z3 Corporate Edition,
6001,Samsung,Galaxy Xcover 3 G389F,154
6002,Samsung,Galaxy S7 active,184.8
6003,Samsung,Galaxy J3 Pro,139
6004,Samsung,Galaxy C7,169
6005,Samsung,Galaxy C5,143
6006,Samsung,Galaxy A9 Pro (2016),210
6007,Samsung,Galaxy J7 (2016),170
6008,Samsung,Galaxy J5 (2016),159
6009,Samsung,Galaxy Tab A 10.1 (2016),525
6010,Samsung,Galaxy Tab A 7.0 (2016),283
6011,Samsung,Galaxy S7,152
6012,Samsung,Galaxy S7 edge,157
6013,Samsung,Galaxy S7 edge (USA),157
6014,Samsung,Galaxy S7 (USA),152
6015,Samsung,Galaxy J1 Nxt,123
6016,Samsung,Gear S2 classic 3G,54
6017,Samsung,Galaxy Tab E 8.0,360
6018,Samsung,Galaxy J1 (2016),131
6019,Samsung,Galaxy A9 (2016),200
6020,Samsung,Galaxy A7 (2016),172
6021,Samsung,Galaxy A5 (2016),155
6022,Samsung,Galaxy A3 (2016),132
6023,Samsung,Galaxy Express Prime,138.9
6024,Samsung,Galaxy J3 (2016),138
6025,Samsung,Galaxy View,2.65
6026,Samsung,Galaxy On7,172
6027,Samsung,Galaxy On5,149
6028,Samsung,Z3,137
6029,Samsung,Galaxy J1 Ace,131
6030,Samsung,Gear S2 classic,42
6031,Samsung,Gear S2,47
6032,Samsung,Gear S2 3G,51
6033,Samsung,Galaxy Note5 (USA),171
6034,Samsung,Galaxy Note5,171
6035,Samsung,Galaxy Note5 Duos,171
6036,Samsung,Galaxy S6 edge+ (USA),153
6037,Samsung,Galaxy S6 edge+,153
6038,Samsung,Galaxy S6 edge+ Duos,153
6039,Samsung,Galaxy S5 Neo,145
6040,Samsung,Galaxy S4 mini I9195I,107
6041,Samsung,Galaxy Folder,155
6042,Samsung,Galaxy Tab S2 9.7,389
6043,Samsung,Galaxy Tab S2 8.0,265
6044,Samsung,Galaxy A8 Duos,151
6045,Samsung,Galaxy A8,151
6046,Samsung,Galaxy V Plus,123
6047,Samsung,Galaxy J7,171
6048,Samsung,Galaxy J5,146
6049,Samsung,Galaxy Tab 4 10.1 (2015),487
6050,Samsung,Galaxy Tab E 9.6,490
6051,Samsung,Guru Plus ,66
6052,Samsung,Metro 360,83
6053,Samsung,Xcover 550,124
6054,Samsung,Galaxy S6 active,170
6055,Samsung,Galaxy Tab 3 V,322
6056,Samsung,Galaxy Tab A & S Pen,490
6057,Samsung,Galaxy Tab A 8.0,313
6058,Samsung,Galaxy Xcover 3,154
6059,Samsung,Galaxy S6 edge (USA),132
6060,Samsung,Galaxy S6 (USA),140
6061,Samsung,Galaxy S6 edge,132
6062,Samsung,Galaxy S6 Plus,
6063,Samsung,Galaxy S6 Duos,138
6064,Samsung,Galaxy S6,138
